gene_id	external_gene_name	description
Potri.003G006000	cytochrome_P450,_family_81,_subfamily_D,_polypeptide_8	cytochrome_P450,_family_81,_subfamily_D,_polypeptide_8
Potri.003G006100	NA	NA
Potri.003G006200	Octicosapeptide/Phox/Bem1p_family_protein	Octicosapeptide/Phox/Bem1p_family_protein
Potri.003G006300	chloroplast_heat_shock_protein_70-1	chloroplast_heat_shock_protein_70-1
Potri.003G006300	chloroplast_heat_shock_protein_70-2	chloroplast_heat_shock_protein_70-2
Potri.003G006400	NA	NA
Potri.003G006500	MAC/Perforin_domain-containing_protein	MAC/Perforin_domain-containing_protein
Potri.003G006600	NA	NA
Potri.003G006700	NA	NA
Potri.003G006800	pentatricopeptide_(PPR)_repeat-containing_protein	pentatricopeptide_(PPR)_repeat-containing_protein
Potri.003G006900	NA	NA
Potri.003G007000	cytochrome_P450,_family_81,_subfamily_D,_polypeptide_8	cytochrome_P450,_family_81,_subfamily_D,_polypeptide_8
Potri.003G007100	NA	NA
Potri.003G007200	PIF1_helicase	PIF1_helicase
Potri.003G007300	NA	NA
Potri.003G007400	cytochrome_P450,_family_81,_subfamily_D,_polypeptide_8	cytochrome_P450,_family_81,_subfamily_D,_polypeptide_8
Potri.003G007500	Serine/threonine-protein_kinase_WNK_(With_No_Lysine)-related	Serine/threonine-protein_kinase_WNK_(With_No_Lysine)-related
Potri.003G007600	cytochrome_P450,_family_81,_subfamily_D,_polypeptide_8	cytochrome_P450,_family_81,_subfamily_D,_polypeptide_8
Potri.003G007700	R-protein_L3_B	R-protein_L3_B
Potri.003G007700	ribosomal_protein_1	ribosomal_protein_1
Potri.003G007800	NA	NA
Potri.003G007900	cytochrome_P450,_family_81,_subfamily_D,_polypeptide_8	cytochrome_P450,_family_81,_subfamily_D,_polypeptide_8
Potri.003G008000	NA	NA
Potri.003G008100	D111/G-patch_domain-containing_protein	D111/G-patch_domain-containing_protein
Potri.003G008200	cytochrome_P450,_family_81,_subfamily_D,_polypeptide_8	cytochrome_P450,_family_81,_subfamily_D,_polypeptide_8
Potri.003G008300	R-protein_L3_B	R-protein_L3_B
Potri.003G008400	evolutionarily_conserved_C-terminal_region_11	evolutionarily_conserved_C-terminal_region_11
Potri.003G008500	Pseudouridine_synthase_family_protein	Pseudouridine_synthase_family_protein
Potri.003G008600	Protein_of_unknown_function_(DUF679)	Protein_of_unknown_function_(DUF679)
Potri.003G008700	Sodium_Bile_acid_symporter_family	Sodium_Bile_acid_symporter_family
Potri.003G008800	NA	NA
Potri.003G008900	Pentatricopeptide_repeat_(PPR-like)_superfamily_protein	Pentatricopeptide_repeat_(PPR-like)_superfamily_protein
Potri.003G009000	Lactoylglutathione_lyase_/_glyoxalase_I_family_protein	Lactoylglutathione_lyase_/_glyoxalase_I_family_protein
Potri.003G009100	NA	NA
Potri.003G009200	Protein_of_unknown_function_(DUF1682)	Protein_of_unknown_function_(DUF1682)
Potri.003G009300	NIFU-like_protein_2	NIFU-like_protein_2
Potri.003G009400	NA	NA
Potri.003G009500	Ribosomal_protein_L27_family_protein	Ribosomal_protein_L27_family_protein
Potri.003G009600	Transducin/WD40_repeat-like_superfamily_protein	Transducin/WD40_repeat-like_superfamily_protein
Potri.003G009700	Protein_of_unknown_function_(DUF803)	Protein_of_unknown_function_(DUF803)
Potri.003G009800	Cox19_family_protein_(CHCH_motif)	Cox19_family_protein_(CHCH_motif)
Potri.003G009900	pumilio_6	pumilio_6
Potri.003G010000	NA	NA
Potri.003G010100	NA	NA
Potri.003G010200	60S_acidic_ribosomal_protein_family	60S_acidic_ribosomal_protein_family
Potri.003G010300	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.003G010400	zinc_finger_(C2H2_type)_family_protein	zinc_finger_(C2H2_type)_family_protein
Potri.003G010500	NA	NA
Potri.003G010600	NA	NA
Potri.003G010700	related_to_ABI3/VP1_2	related_to_ABI3/VP1_2
Potri.003G010800	NA	NA
Potri.003G010900	related_to_ABI3/VP1_2	related_to_ABI3/VP1_2
Potri.003G011000	NA	NA
Potri.003G011100	related_to_ABI3/VP1_2	related_to_ABI3/VP1_2
Potri.003G011200	NA	NA
Potri.003G011300	ubiquitin_family_protein	ubiquitin_family_protein
Potri.003G011400	NA	NA
Potri.003G011500	NA	NA
Potri.003G011600	cytochrome__oxidase	cytochrome__oxidase
Potri.003G011700	ubiquitin_family_protein	ubiquitin_family_protein
Potri.003G011800	NA	NA
Potri.003G011900	Transmembrane_amino_acid_transporter_family_protein	Transmembrane_amino_acid_transporter_family_protein
Potri.003G012000	NA	NA
Potri.003G012100	Sterile_alpha_motif_(SAM)_domain-containing_protein	Sterile_alpha_motif_(SAM)_domain-containing_protein
Potri.003G012200	Major_facilitator_superfamily_protein	Major_facilitator_superfamily_protein
Potri.003G012300	Major_facilitator_superfamily_protein	Major_facilitator_superfamily_protein
Potri.003G012400	NA	NA
Potri.003G012500	NA	NA
Potri.003G012600	NA	NA
Potri.003G012700	time_for_coffee	time_for_coffee
Potri.003G012800	receptor_like_protein_15	receptor_like_protein_15
Potri.003G012900	NB-ARC_domain-containing_disease_resistance_protein	NB-ARC_domain-containing_disease_resistance_protein
Potri.003G013000	NA	NA
Potri.003G013100	regulatory_particle_non-ATPase_13	regulatory_particle_non-ATPase_13
Potri.003G013200	receptor_like_protein_1	receptor_like_protein_1
Potri.003G013200	receptor_like_protein_15	receptor_like_protein_15
Potri.003G013300	NA	NA
Potri.003G013400	NA	NA
Potri.003G013500	NA	NA
Potri.003G013600	NA	NA
Potri.003G013700	receptor_like_protein_15	receptor_like_protein_15
Potri.003G013800	NA	NA
Potri.003G013900	NA	NA
Potri.003G014000	NA	NA
Potri.003G014100	terpene_synthase_21	terpene_synthase_21
Potri.003G014200	Disease_resistance_protein_(TIR-NBS-LRR_class)_family	Disease_resistance_protein_(TIR-NBS-LRR_class)_family
Potri.003G014300	ubiquitin_family_protein	ubiquitin_family_protein
Potri.003G014400	NA	NA
Potri.003G014500	Basic-leucine_zipper_(bZIP)_transcription_factor_family_protein	Basic-leucine_zipper_(bZIP)_transcription_factor_family_protein
Potri.003G014600	Basic-leucine_zipper_(bZIP)_transcription_factor_family_protein	Basic-leucine_zipper_(bZIP)_transcription_factor_family_protein
Potri.003G014700	NA	NA
Potri.003G014800	Basic-leucine_zipper_(bZIP)_transcription_factor_family_protein	Basic-leucine_zipper_(bZIP)_transcription_factor_family_protein
Potri.003G014900	Small_nuclear_ribonucleoprotein_family_protein	Small_nuclear_ribonucleoprotein_family_protein
Potri.003G015000	phospholipase_D_delta	phospholipase_D_delta
Potri.003G015100	NA	NA
Potri.003G015200	2Fe-2S_ferredoxin-like_superfamily_protein	2Fe-2S_ferredoxin-like_superfamily_protein
Potri.003G015300	transmembrane_nine_1	transmembrane_nine_1
Potri.003G015400	SNF1-related_protein_kinase_2.10	SNF1-related_protein_kinase_2.10
Potri.003G015500	NB-ARC_domain-containing_disease_resistance_protein	NB-ARC_domain-containing_disease_resistance_protein
Potri.003G015600	SNF1-related_protein_kinase_2.10	SNF1-related_protein_kinase_2.10
Potri.003G015700	thiamin_biosynthesis_protein,_putative	thiamin_biosynthesis_protein,_putative
Potri.003G015800	DNA_helicase_(RECQl4A)	DNA_helicase_(RECQl4A)
Potri.003G015900	NA	NA
Potri.003G016000	NA	NA
Potri.003G016100	NA	NA
Potri.003G016200	NA	NA
Potri.003G016300	NA	NA
Potri.003G016400	NA	NA
Potri.003G016500	NA	NA
Potri.003G016600	NA	NA
Potri.003G016700	NA	NA
Potri.003G016800	mitochondrial_editing_factor__19	mitochondrial_editing_factor__19
Potri.003G016900	NA	NA
Potri.003G017000	NA	NA
Potri.003G017100	NA	NA
Potri.003G017200	LRR_and_NB-ARC_domains-containing_disease_resistance_protein	LRR_and_NB-ARC_domains-containing_disease_resistance_protein
Potri.003G017300	SNF1-related_protein_kinase_2.10	SNF1-related_protein_kinase_2.10
Potri.003G017400	thiamin_biosynthesis_protein,_putative	thiamin_biosynthesis_protein,_putative
Potri.003G017500	DNA_helicase_(RECQl4A)	DNA_helicase_(RECQl4A)
Potri.003G017600	NA	NA
Potri.003G017700	NA	NA
Potri.003G017800	NA	NA
Potri.003G017900	NA	NA
Potri.003G018000	SLOW_GROWTH_1	SLOW_GROWTH_1
Potri.003G018100	NA	NA
Potri.003G018200	mitochondrial_editing_factor__19	mitochondrial_editing_factor__19
Potri.003G018300	Pentatricopeptide_repeat_(PPR)_superfamily_protein	Pentatricopeptide_repeat_(PPR)_superfamily_protein
Potri.003G018400	NA	NA
Potri.003G018500	T-complex_protein_11	T-complex_protein_11
Potri.003G018600	NA	NA
Potri.003G018700	NA	NA
Potri.003G018800	potassium_transport_2/3	potassium_transport_2/3
Potri.003G018900	UDP-glucose:glycoprotein_glucosyltransferases;transferases,_transferring_hexosyl_groups;transferases,_transferring_glycosyl_groups	UDP-glucose:glycoprotein_glucosyltransferases;transferases,_transferring_hexosyl_groups;transferases,_transferring_glycosyl_groups
Potri.003G019000	Pentatricopeptide_repeat_(PPR)_superfamily_protein	Pentatricopeptide_repeat_(PPR)_superfamily_protein
Potri.003G019100	Phosphatidylinositol-4-phosphate_5-kinase_family_protein	Phosphatidylinositol-4-phosphate_5-kinase_family_protein
Potri.003G019200	NA	NA
Potri.003G019300	emp24/gp25L/p24_family/GOLD_family_protein	emp24/gp25L/p24_family/GOLD_family_protein
Potri.003G019400	F-box/RNI-like_superfamily_protein	F-box/RNI-like_superfamily_protein
Potri.003G019500	RHOMBOID-like_protein_10	RHOMBOID-like_protein_10
Potri.003G019600	Protein_of_unknown_function_(DUF3411)	Protein_of_unknown_function_(DUF3411)
Potri.003G019700	GNS1/SUR4_membrane_protein_family	GNS1/SUR4_membrane_protein_family
Potri.003G019800	GNS1/SUR4_membrane_protein_family	GNS1/SUR4_membrane_protein_family
Potri.003G019900	HXXXD-type_acyl-transferase_family_protein	HXXXD-type_acyl-transferase_family_protein
Potri.003G020000	hAT_dimerisation_domain-containing_protein_/_transposase-related	hAT_dimerisation_domain-containing_protein_/_transposase-related
Potri.003G020100	Pathogenesis-related_thaumatin_superfamily_protein	Pathogenesis-related_thaumatin_superfamily_protein
Potri.003G020200	Bifunctional_inhibitor/lipid-transfer_protein/seed_storage_2S_albumin_superfamily_protein	Bifunctional_inhibitor/lipid-transfer_protein/seed_storage_2S_albumin_superfamily_protein
Potri.003G020300	Thioesterase_superfamily_protein	Thioesterase_superfamily_protein
Potri.003G020400	light_harvesting_complex_photosystem_II_subunit_6	light_harvesting_complex_photosystem_II_subunit_6
Potri.003G020500	NA	NA
Potri.003G020600	Leucine-rich_repeat_protein_kinase_family_protein	Leucine-rich_repeat_protein_kinase_family_protein
Potri.003G020700	Plastid-lipid_associated_protein_PAP_/_fibrillin_family_protein	Plastid-lipid_associated_protein_PAP_/_fibrillin_family_protein
Potri.003G020800	Acyl_transferase/acyl_hydrolase/lysophospholipase_superfamily_protein	Acyl_transferase/acyl_hydrolase/lysophospholipase_superfamily_protein
Potri.003G020900	beta_glucosidase_46	beta_glucosidase_46
Potri.003G021000	XS_domain-containing_protein_/_XS_zinc_finger_domain-containing_protein-related	XS_domain-containing_protein_/_XS_zinc_finger_domain-containing_protein-related
Potri.003G021100	UDP-Glycosyltransferase_superfamily_protein	UDP-Glycosyltransferase_superfamily_protein
Potri.003G021200	NA	NA
Potri.003G021300	Plant_invertase/pectin_methylesterase_inhibitor_superfamily	Plant_invertase/pectin_methylesterase_inhibitor_superfamily
Potri.003G021400	nucleosome_assembly_protein_1;2	nucleosome_assembly_protein_1;2
Potri.003G021500	partner_of_Y14-MAGO	partner_of_Y14-MAGO
Potri.003G021600	Plant_invertase/pectin_methylesterase_inhibitor_superfamily	Plant_invertase/pectin_methylesterase_inhibitor_superfamily
Potri.003G021700	homolog_of_separase	homolog_of_separase
Potri.003G021800	Protein_of_unknown_function_(DUF1644)	Protein_of_unknown_function_(DUF1644)
Potri.003G021900	protein-protein_interaction_regulator_family_protein	protein-protein_interaction_regulator_family_protein
Potri.003G022000	COP9_signalosome,_subunit_CSN8	COP9_signalosome,_subunit_CSN8
Potri.003G022100	SNF2_domain-containing_protein_/_helicase_domain-containing_protein	SNF2_domain-containing_protein_/_helicase_domain-containing_protein
Potri.003G022200	NA	NA
Potri.003G022300	NA	NA
Potri.003G022400	NA	NA
Potri.003G022500	NA	NA
Potri.003G022600	telomerase_reverse_transcriptase	telomerase_reverse_transcriptase
Potri.003G022700	methyltransferases;nucleic_acid_binding	methyltransferases;nucleic_acid_binding
Potri.003G022800	xylem_NAC_domain_1	xylem_NAC_domain_1
Potri.003G022900	beta-D-xylosidase_4	beta-D-xylosidase_4
Potri.003G023000	BRI1-associated_receptor_kinase	BRI1-associated_receptor_kinase
Potri.003G023100	NA	NA
Potri.003G023200	NA	NA
Potri.003G023300	loricrin-related	loricrin-related
Potri.003G023400	NA	NA
Potri.003G023500	Endoplasmic_reticulum_vesicle_transporter_protein	Endoplasmic_reticulum_vesicle_transporter_protein
Potri.003G023600	NA	NA
Potri.003G023700	CD2-binding_protein-related	CD2-binding_protein-related
Potri.003G023800	ortholog_of_human_splicing_factor_SC35	ortholog_of_human_splicing_factor_SC35
Potri.003G023900	K+_uptake_permease_7	K+_uptake_permease_7
Potri.003G024000	P-type_ATP-ase_1	P-type_ATP-ase_1
Potri.003G024100	Plant_protein_of_unknown_function_(DUF247)	Plant_protein_of_unknown_function_(DUF247)
Potri.003G024200	Dynamin_related_protein_4C	Dynamin_related_protein_4C
Potri.003G024300	NA	NA
Potri.003G024400	AICARFT/IMPCHase_bienzyme_family_protein	AICARFT/IMPCHase_bienzyme_family_protein
Potri.003G024500	DNAse_I-like_superfamily_protein	DNAse_I-like_superfamily_protein
Potri.003G024600	Dynamin_related_protein_4C	Dynamin_related_protein_4C
Potri.003G024700	NA	NA
Potri.003G024800	Dynamin_related_protein_4C	Dynamin_related_protein_4C
Potri.003G024900	Dynamin_related_protein_4C	Dynamin_related_protein_4C
Potri.003G025000	NA	NA
Potri.003G025100	receptor_like_protein_1	receptor_like_protein_1
Potri.003G025200	NA	NA
Potri.003G025300	NA	NA
Potri.003G025400	NA	NA
Potri.003G025500	NA	NA
Potri.003G025600	Leucine-rich_repeat_transmembrane_protein_kinase	Leucine-rich_repeat_transmembrane_protein_kinase
Potri.003G025700	Leucine-rich_repeat_transmembrane_protein_kinase	Leucine-rich_repeat_transmembrane_protein_kinase
Potri.003G025800	Leucine-rich_repeat_transmembrane_protein_kinase	Leucine-rich_repeat_transmembrane_protein_kinase
Potri.003G025900	Leucine-rich_repeat_transmembrane_protein_kinase	Leucine-rich_repeat_transmembrane_protein_kinase
Potri.003G026000	NA	NA
Potri.003G026100	Leucine-rich_repeat_transmembrane_protein_kinase	Leucine-rich_repeat_transmembrane_protein_kinase
Potri.003G026200	receptor_like_protein_7	receptor_like_protein_7
Potri.003G026300	Leucine-rich_repeat_transmembrane_protein_kinase	Leucine-rich_repeat_transmembrane_protein_kinase
Potri.003G026400	Putative_adipose-regulatory_protein_(Seipin)	Putative_adipose-regulatory_protein_(Seipin)
Potri.003G026500	NA	NA
Potri.003G026600	BES1/BZR1_homolog_4	BES1/BZR1_homolog_4
Potri.003G026700	NA	NA
Potri.003G026800	gamma-glutamyl_hydrolase_2	gamma-glutamyl_hydrolase_2
Potri.003G026900	LRR_and_NB-ARC_domains-containing_disease_resistance_protein	LRR_and_NB-ARC_domains-containing_disease_resistance_protein
Potri.003G027000	NA	NA
Potri.003G027100	Leucine-rich_repeat_protein_kinase_family_protein	Leucine-rich_repeat_protein_kinase_family_protein
Potri.003G027200	receptor_like_protein_1	receptor_like_protein_1
Potri.003G027300	NA	NA
Potri.003G027400	NA	NA
Potri.003G027500	NA	NA
Potri.003G027600	receptor_like_protein_21	receptor_like_protein_21
Potri.003G027700	receptor_like_protein_1	receptor_like_protein_1
Potri.003G027800	regulatory_particle_non-ATPase_13	regulatory_particle_non-ATPase_13
Potri.003G027900	NA	NA
Potri.003G028000	NA	NA
Potri.003G028100	NA	NA
Potri.003G028200	receptor_like_protein_9	receptor_like_protein_9
Potri.003G028300	NA	NA
Potri.003G028400	regulatory_particle_non-ATPase_13	regulatory_particle_non-ATPase_13
Potri.003G028500	regulatory_particle_non-ATPase_13	regulatory_particle_non-ATPase_13
Potri.003G028600	UDP-glucosyl_transferase_73B1	UDP-glucosyl_transferase_73B1
Potri.003G028700	receptor_like_protein_1	receptor_like_protein_1
Potri.003G028800	riboflavin_biosynthesis_protein,_putative	riboflavin_biosynthesis_protein,_putative
Potri.003G028900	NA	NA
Potri.003G029000	NA	NA
Potri.003G029100	NA	NA
Potri.003G029200	receptor_like_protein_1	receptor_like_protein_1
Potri.003G029300	autophagy_2	autophagy_2
Potri.003G029400	receptor_like_protein_1	receptor_like_protein_1
Potri.003G029400	receptor_like_protein_21	receptor_like_protein_21
Potri.003G029500	time_for_coffee	time_for_coffee
Potri.003G029600	NA	NA
Potri.003G029700	Transmembrane_amino_acid_transporter_family_protein	Transmembrane_amino_acid_transporter_family_protein
Potri.003G029800	NA	NA
Potri.003G029900	zinc_ion_binding;nucleic_acid_binding	zinc_ion_binding;nucleic_acid_binding
Potri.003G030000	TOPLESS-related_1	TOPLESS-related_1
Potri.003G030100	plastid_transcriptionally_active_17	plastid_transcriptionally_active_17
Potri.003G030200	NA	NA
Potri.003G030300	Calcium-binding_EF-hand_family_protein	Calcium-binding_EF-hand_family_protein
Potri.003G030400	2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein	2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein
Potri.003G030500	2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein	2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein
Potri.003G030600	prephenate_dehydrogenase_family_protein	prephenate_dehydrogenase_family_protein
Potri.003G030700	purple_acid_phosphatase_22	purple_acid_phosphatase_22
Potri.003G030800	Eukaryotic_protein_of_unknown_function_(DUF914)	Eukaryotic_protein_of_unknown_function_(DUF914)
Potri.003G030900	Actin-like_ATPase_superfamily_protein	Actin-like_ATPase_superfamily_protein
Potri.003G031000	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.003G031100	MUTM_homolog-1	MUTM_homolog-1
Potri.003G031200	FAR1-related_sequence_8	FAR1-related_sequence_8
Potri.003G031300	NA	NA
Potri.003G031400	FAR1-related_sequence_6	FAR1-related_sequence_6
Potri.003G031500	FAR1-related_sequence_6	FAR1-related_sequence_6
Potri.003G031600	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.003G031700	BED_zinc_finger_;hAT_family_dimerisation_domain	BED_zinc_finger_;hAT_family_dimerisation_domain
Potri.003G031800	Molecular_chaperone_Hsp40/DnaJ_family_protein	Molecular_chaperone_Hsp40/DnaJ_family_protein
Potri.003G031900	Pre-mRNA-processing-splicing_factor	Pre-mRNA-processing-splicing_factor
Potri.003G032000	NA	NA
Potri.003G032100	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.003G032200	phosphatidic_acid_phosphatase-related_/_PAP2-related	phosphatidic_acid_phosphatase-related_/_PAP2-related
Potri.003G032300	Signal_transduction_histidine_kinase,_hybrid-type,_ethylene_sensor	Signal_transduction_histidine_kinase,_hybrid-type,_ethylene_sensor
